"","INSTNM","PREDDEG","CURROPER","TUITIONFEE_IN","TUITIONFEE_OUT","COSTT4_A","C150_4","EARN","CONTROL","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","ADM_RATE","SAT_AVG","NPT4_PUB","AVGFACSAL"
"1020","University of Hawaii Maui College",2,1,2022,9726,10269,0.1434,"25100",1,0,0,0,0,NA,NA,6489,7018
"1021","Med-Assist School of Hawaii Inc",1,1,NA,NA,NA,NA,"30700",3,0,0,0,0,0.6196,NA,NA,NA
"1022","World Medicine Institute",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1739
"1023","Travel Institute of the Pacific",1,1,NA,NA,NA,NA,"18200",3,0.1436,0.0099,0.2327,0.0198,NA,NA,NA,NA
"1024","University of Hawaii-West Oahu",3,1,4186,12970,8531,NA,"36600",1,0,0,0,0,0.8033,864,5341,7746
"1025","Windward Community College",2,1,1936,6568,10072,NA,"24800",1,0,0,0,0,NA,NA,6875,7076
"1026","Apollo College",1,1,NA,NA,NA,NA,"25000",3,0.7,0.016,0.0174,0.0917,0.9732,NA,NA,5318
"1027","Boise Bible College",3,1,8760,8760,16279,0.5417,"20800",2,0.843,0.0174,0,0.0349,1,993,NA,4757
"1028","Boise State University",3,1,4864,13868,14197,0.2692,"30400",1,0,0,0,0,0.8738,1035,11504,6541
"1029","Eastern Idaho Technical College",1,1,1880,6544,14754,NA,"24300",1,0.7396,0.0033,0.0033,0.0663,NA,NA,11500,4277
"1030","Idaho State University",3,1,4968,14770,15095,0.3367,"29800",1,0,0,0,0,NA,NA,11135,5940
"1031","University of Idaho",3,1,4932,15012,17246,0.5591,"32500",1,0,0,0,0,0.7789,1079,12502,7443
"1032","The College of Idaho",3,1,20070,20070,27876,0.6133,"29600",2,0,0,0,0,0.606,1096,NA,5293
"1033","Lewis-Clark State College",3,1,4596,12786,16769,0.2225,"28300",1,0,0,0,0,0.9835,941,13496,5027
"1034","ITT Technical Institute-Boise",2,0,17148,17148,25762,0.3418,"29500",3,0,0.0017,0.0051,0,0.5132,NA,NA,5439
"1035","Mr Juans College of Hair Design",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0.7222,0,0,0.25,NA,NA,NA,NA
"1036","Mr Leons School of Hair Design",1,1,NA,NA,NA,NA,"14600",3,0,0,0,0,NA,NA,NA,NA
"1037","North Idaho College",2,1,2514,7066,10891,NA,"24600",1,0,0,0,0,NA,NA,7519,5336
"1038","Northwest Nazarene University",3,1,22200,22200,30040,0.5436,"31600",2,0,0,0,0,NA,NA,NA,5430
"1039","The School of Hairstyling",1,1,NA,NA,NA,NA,"11800",3,0.8913,0,0,0.0978,NA,NA,NA,NA
"1040","Brigham Young University-Idaho",3,1,3580,3580,12288,0.607,"28700",2,0,0,0,0,0.9705,1050,NA,7032
"1041","College of Southern Idaho",2,1,2400,6720,9226,NA,"23400",1,0,0,0,0,NA,NA,5263,4872
"1042","Adler School of Professional Psychology",4,1,NA,NA,NA,NA,"PrivacySuppressed",2,NA,NA,NA,NA,NA,NA,NA,6988
"1043","Alvareitas College of Cosmetology",1,0,NA,NA,NA,NA,"15300",3,0,0,0,0,NA,NA,NA,NA
"1044","Alvareitas College of Cosmetology",1,0,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"1045","American Academy of Art",3,1,24250,24250,27979,0.4533,"21200",3,0.5875,0.1075,0.0275,0.23,NA,NA,NA,3797
"1046","School of the Art Institute of Chicago",3,1,34770,34770,48689,0.6261,"25200",2,0,0,0,0,0.8134,1116,NA,7552
"1047","The College of Office Technology",1,0,NA,NA,NA,NA,"17100",3,0,0,0,0,NA,NA,NA,3751
"1048","Augustana College",3,1,31326,31326,39667,0.7769,"38300",2,0.814,0.0216,0.0216,0.0309,0.7264,1165,NA,6623
"1049","Aurora University",3,1,18200,18200,27406,0.4894,"34100",2,0,0,0,0,0.7105,1029,NA,6434
"1050","Concept College of Cosmetology",1,1,NA,NA,NA,NA,"17700",3,0.4909,0.4909,0,0.0182,1,NA,NA,NA
"1051","Southwestern Illinois College",1,1,2380,8260,8453,NA,"22100",1,0,0,0,0,NA,NA,4497,6447
"1052","Bethany Theological Seminary",4,1,NA,NA,NA,NA,"PrivacySuppressed",2,NA,NA,NA,NA,NA,NA,NA,5293
"1053","Black Hawk College",2,1,2685,8475,8928,NA,"23700",1,0,0,0,0,NA,NA,5163,6383
"1054","Blackburn College",3,1,14286,14286,18797,0.375,"31900",2,0,0,0,0,0.5384,990,NA,5374
"1055","Blessing Rieman College of Nursing",3,1,NA,NA,NA,0.56,"46800",2,0.717,0.0425,0.0236,0.0047,NA,NA,NA,5932
"1056","Blessing Hospital School of Radiologic Technology",1,1,NA,NA,NA,NA,"46800",2,1,0,0,0,NA,NA,NA,NA
"1057","Bradley University",3,1,24224,24224,33364,0.7688,"41100",2,0,0,0,0,0.7351,1124,NA,7525
"1058","Trend Setters College of Cosmetology",1,1,NA,NA,NA,NA,"17200",3,0.6933,0.12,0.0267,0.0933,1,NA,NA,NA
"1059","Cameo Beauty Academy",1,1,NA,NA,NA,NA,"17400",3,0,0,0,0,NA,NA,NA,NA
"1060","Cannella School of Hair Design",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"1061","Cannella School of Hair Design",1,1,NA,NA,NA,NA,"13300",3,0,0,0,0,NA,NA,NA,NA
"1062","Cannella School of Hair Design",1,1,NA,NA,NA,NA,"17500",3,0,0,0,0,NA,NA,NA,NA
"1063","Cannella School of Hair Design",1,1,NA,NA,NA,NA,"17900",3,0,0,0,0,NA,NA,NA,NA
"1064","Capri Garfield Ridge School of Beauty Culture",1,0,NA,NA,NA,NA,"16700",3,0,1,0,0,NA,NA,NA,NA
"1065","Empire Beauty School-Hanover Park",1,0,NA,NA,NA,NA,"PrivacySuppressed",3,0.4286,0.3187,0.022,0.1868,NA,NA,NA,NA
"1066","Capri Oak Forest Beauty College",1,1,NA,NA,NA,NA,"22800",3,0,0,0,0,0.8791,NA,NA,NA
"1067","Carl Sandburg College",2,1,3144,5256,8165,NA,"22100",1,0,0,0,0,NA,NA,2328,5166
"1068","Catholic Theological Union at Chicago",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6427
"1069","La James International College",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0.8611,0.1111,0,0.0278,NA,NA,NA,NA
"1070","Midwestern University",4,1,NA,NA,NA,NA,"90900",2,NA,NA,NA,NA,NA,NA,NA,7522
"1071","The Chicago School of Professional Psychology at Chicago",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6071
"1072","Chicago State University",3,1,8006,13922,15177,0.1408,"29100",1,0,0,0,0,0.5604,850,9119,6824
"1073","Chicago Theological Seminary",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7674
"1074","University of Chicago",3,1,39381,39381,52450,0.9151,"52500",2,0,0,0,0,0.2734,1425,NA,13864
"1075","City Colleges of Chicago-Kennedy-King College",1,1,2720,9607,11480,NA,"19100",1,0,0,0,0,NA,NA,8676,6817
"1076","City Colleges of Chicago-Malcolm X College",1,1,2720,9607,11395,NA,"20500",1,0,0,0,0,NA,NA,7397,6590
"1077","City Colleges of Chicago-Olive-Harvey College",2,1,2720,9607,11367,NA,"21600",1,0,0,0,0,NA,NA,6735,7248
"1078","City Colleges of Chicago-Harry S Truman College",2,1,2720,9607,10819,NA,"23400",1,0,0,0,0,NA,NA,6133,7667
"1079","City Colleges of Chicago-Richard J Daley College",2,1,2720,9607,10096,NA,"22200",1,0,0,0,0,NA,NA,5856,7112
"1080","City Colleges of Chicago-Harold Washington College",1,1,2720,9607,10169,NA,"21000",1,0,0,0,0,NA,NA,5507,6748
"1081","City Colleges of Chicago-Wilbur Wright College",1,1,2720,9607,9410,NA,"26800",1,0,0,0,0,NA,NA,5216,7289
"1082","Columbia College Chicago",3,1,18960,18960,35510,0.3693,"26000",2,0,0,0,0,NA,NA,NA,7312
"1083","Concordia University",3,1,23455,23455,31105,0.4756,"34300",2,0,0,0,0,0.5212,1013,NA,6414
"1084","Le Cordon Bleu College of Culinary Arts in Chicago",2,1,20375,20375,33758,NA,"28600",3,0.0926,0.0296,0.0029,0.0191,NA,NA,NA,4637
"1085","Coyne American Institute Inc",1,1,NA,NA,NA,NA,"30400",3,0,0,0,0,NA,NA,NA,4344
"1086","Danville Area Community College",1,1,2730,4860,7960,NA,"22100",1,0,0,0,0,NA,NA,4975,5156
"1087","Concept College of Cosmetology",1,1,NA,NA,NA,NA,"17700",3,0.7647,0.2157,0,0.0196,1,NA,NA,NA
"1088","Vees School of Beauty Culture",1,0,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"1089","DePaul University",3,1,27343,27343,39107,0.6332,"40100",2,0.5612,0.0865,0.0785,0.1344,0.6423,1111,NA,9080
"1090","DeVry University-Illinois",3,1,14592,14592,28833,0.3446,"40300",3,0.5021,0.2458,0.0303,0.1064,0.7493,NA,NA,6761
"1091","Cosmetology & Spa Institute",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"1092","College of DuPage",2,1,3712,12603,11986,NA,"29300",1,0,0,0,0,NA,NA,8527,10038
"1093","East-West University",3,1,15750,15750,24525,0.2302,"18900",2,0.05,0.5972,0.0292,0.1358,NA,NA,NA,5605
"1094","Eastern Illinois University",3,1,9429,23769,18440,0.5788,"33100",1,0,0,0,0,0.684,1010,14279,7022
"1095","Elgin Community College",1,1,2194,10618,11163,NA,"26500",1,0,0,0,0,NA,NA,6694,8729
"1096","Elmhurst College",3,1,27330,27330,34900,0.7049,"39500",2,0,0,0,0,0.7006,1101,NA,7078
"1097","Eureka College",3,1,17390,17390,24765,0.2935,"28300",2,0.8827,0.0307,0.0112,0.0196,0.7121,1010,NA,4930
"1098","First Institute Inc",1,1,NA,NA,NA,NA,"25300",3,0,0,0,0,NA,NA,NA,NA
"1099","Fox College Inc",2,1,14680,14680,20234,NA,"32600",3,0,0,0,0,0.6053,NA,NA,4414
"1100","Garrett-Evangelical Theological Seminary",4,1,NA,NA,NA,NA,"PrivacySuppressed",2,NA,NA,NA,NA,NA,NA,NA,8020
"1101","Gem City College",1,1,NA,NA,NA,NA,"16300",3,0.9697,0,0,0,NA,NA,NA,NA
"1102","Governors State University",3,1,NA,NA,NA,NA,"37400",1,0.4742,0.362,0.0137,0.0893,NA,NA,NA,7416
"1103","Graham Hospital School of Nursing",1,1,9226,9226,NA,NA,"PrivacySuppressed",2,0.9342,0.0132,0.0263,0.0132,1,NA,NA,NA
"1104","Greenville College",3,1,20216,20216,29774,0.455,"30100",2,0,0,0,0,0.78,1069,NA,5126
"1105","Hair Professionals Academy of Cosmetology",1,1,NA,NA,NA,NA,"22300",3,0.5258,0.1409,0.0481,0.2749,NA,NA,NA,NA
"1106","Hair Professionals Career College Inc",1,1,NA,NA,NA,NA,"16000",3,0,0,0,0,NA,NA,NA,NA
"1107","Hair Professionals School of Cosmetology",1,1,NA,NA,NA,NA,"20500",3,0,0,0,0,NA,NA,NA,NA
"1108","Harrington College of Design",3,1,17980,17980,29330,0.1389,"30300",3,0.6795,0.1043,0.0564,0.1118,NA,NA,NA,5226
"1109","Hebrew Theological College",3,1,17335,17335,32360,0.0577,"20700",2,1,0,0,0,0.9067,1013,NA,5970
"1110","Highland Community College",2,1,2184,3528,8886,NA,"22200",1,0,0,0,0,NA,NA,5022,7438
"1111","Rosalind Franklin University of Medicine and Science",3,1,NA,NA,NA,NA,"70400",2,NA,NA,NA,NA,NA,NA,NA,8914
"1112","University of Illinois at Chicago",3,1,12034,24424,20743,0.5413,"41700",1,0,0,0,0,0.6305,1092,12118,8897
"1113","Benedictine University",3,1,22310,22310,31478,0.5397,"39900",2,0,0,0,0,0.7965,1049,NA,7019
"1114","Illinois College of Optometry",3,1,NA,NA,NA,NA,"91700",2,NA,NA,NA,NA,NA,NA,NA,7891
"1115","University of Illinois at Urbana-Champaign",3,1,12528,26670,24580,0.8258,"43900",1,0,0,0,0,0.6544,1291,17591,9794
"1116","Illinois Wesleyan University",3,1,33982,33982,41214,0.8581,"40800",2,0,0,0,0,0.5375,1268,NA,7417
"1117","Illinois Central College",2,1,2610,5730,8627,NA,"24200",1,0,0,0,0,NA,NA,3372,5978
"1118","Illinois College",3,1,21300,21300,30070,0.5975,"32500",2,0.8164,0.0462,0.0046,0.0208,0.5419,1090,NA,5762
"1119","Illinois Eastern Community Colleges-Olney Central College",2,1,2164,8149,5294,NA,"21400",1,0,0,0,0,NA,NA,953,5455
"1120","Illinois Institute of Technology",3,1,29364,29364,39506,0.6573,"55400",2,0,0,0,0,0.6028,1271,NA,9545
"1121","Argosy University-Chicago",3,1,19272,19272,38852,NA,"36000",3,0,0,0,0,NA,NA,NA,6145
"1122","Illinois State University",3,1,10531,16561,21427,0.6898,"37400",1,0,0,0,0,0.6172,1110,17690,7127
"1123","Illinois Valley Community College",1,1,2242,8998,9781,NA,"23900",1,0,0,0,0,NA,NA,6357,6413
"1124","Institute for Clinical Social Work",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"1125","International Academy of Design and Technology",3,1,18930,18930,24016,0.1703,"22600",3,0.274,0.4241,0.0366,0.1872,NA,NA,NA,4769
"1126","John A Logan College",1,1,2280,7890,6722,NA,"20800",1,0,0,0,0,NA,NA,3331,6550
"1127","The John Marshall Law School",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,14423
"1128","John Wood Community College",2,1,3210,6210,8883,NA,"24600",1,0,0,0,0,NA,NA,5716,5524
"1129","Joliet Junior College",2,1,2790,8406,8048,NA,"25300",1,0,0,0,0,NA,NA,4491,7494
"1130","Judson University",3,1,23500,23500,31371,0.5385,"34000",2,0,0,0,0,0.7086,1074,NA,6277
"1131","Kankakee Community College",2,1,2688,9648,7575,NA,"23900",1,0,0,0,0,NA,NA,3344,6158
"1132","Kaskaskia College",1,1,2592,10272,9178,NA,"22500",1,0,0,0,0,NA,NA,681,6298
"1133","Kendall College",3,1,22125,22125,39559,0.3729,"31300",3,0,0,0,0,0.9903,NA,NA,5448
"1134","Kishwaukee College",2,1,2550,9630,9350,NA,"26300",1,0,0,0,0,NA,NA,6240,5445
"1135","Knox College",3,1,31911,31911,38433,0.7313,"28100",2,0,0,0,0,0.7367,1286,NA,6318
"1136","Educators of Beauty",1,1,NA,NA,NA,NA,"14600",3,0.9545,0,0,0.0455,NA,NA,NA,NA
"1137","College of Lake County",2,1,2660,8148,7600,NA,"27600",1,0,0,0,0,NA,NA,4277,8418
"1138","Lake Forest College",3,1,34206,34206,43088,0.6657,"37100",2,0,0,0,0,0.69,NA,NA,7409
"1139","Lake Forest Graduate School of Management",4,1,NA,NA,NA,NA,"PrivacySuppressed",2,NA,NA,NA,NA,NA,NA,NA,NA
"1140","Lake Land College",1,1,2544,9819,8113,NA,"23000",1,0,0,0,0,NA,NA,4314,5652
"1141","Lakeview College of Nursing",3,1,NA,NA,NA,NA,"53500",2,0,0,0,0,NA,NA,NA,4434
"1142","Lewis and Clark Community College",2,1,2632,9352,9521,NA,"20500",1,0,0,0,0,NA,NA,6126,6651
"1143","Lewis University",3,1,22990,22990,31695,0.5939,"39800",2,0,0,0,0,0.7446,1049,NA,7447
"1144","Lexington College",3,0,23800,23800,29070,0.2857,"PrivacySuppressed",2,0,0,0,0,0.4677,950,NA,5555
"1145","Lincoln Christian University",3,1,13020,13020,20045,0.4962,"25200",2,0,0,0,0,0.8662,1030,NA,5235
"1146","Lincoln College",2,1,21000,21000,28146,0.4667,"23100",2,0.502,0.397,0.0086,0.0392,0.6799,805,NA,4602
"1147","Lincoln Land Community College",1,1,2700,7440,11488,NA,"25100",1,0,0,0,0,NA,NA,8267,7522
"1148","Lincoln College of Technology",1,0,NA,NA,NA,NA,"26600",3,0.1431,0.3689,0.0293,0.4234,1,NA,NA,4456
"1149","Loyola University Chicago",3,1,30656,30656,42776,0.6768,"39500",2,0,0,0,0,0.7811,1200,NA,9174
"1150","Lutheran School of Theology at Chicago",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5332
"1151","Trinity College of Nursing and Health Sciences",2,1,12536,12536,15974,1,"44800",2,0,0,0,0,0.6364,NA,NA,5945
"1152","CET-Chicago",1,1,NA,NA,NA,NA,"20600",2,0,0,0,0,NA,NA,NA,NA
"1153","Mac Daniels Beauty School",1,1,NA,NA,NA,NA,"15900",3,0,0,0,0,NA,NA,NA,NA
"1154","MacCormac College",2,1,12960,12960,22113,NA,"25500",2,0,0,0,0,NA,NA,NA,NA
"1155","MacMurray College",3,1,18390,18390,26971,0.6975,"29500",2,0,0,0,0,0.5915,930,NA,4807
"1156","McCormick Theological Seminary",4,1,NA,NA,NA,NA,"PrivacySuppressed",2,NA,NA,NA,NA,NA,NA,NA,6313
"1157","McHenry County College",2,1,2684,9942,7418,NA,"25100",1,0,0,0,0,NA,NA,3955,8035
"1158","McKendree University",3,1,22070,22070,31290,0.5819,"37900",2,0,0,0,0,0.6897,1028,NA,6063
"1159","Meadville Lombard Theological School",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6632
"1160","Methodist College of Nursing",3,1,NA,NA,NA,NA,"PrivacySuppressed",2,0.904,0.0606,0.0202,0.0051,NA,NA,NA,5844
"1161","Midstate College",2,1,12600,12600,22276,0.1538,"23400",3,0.706,0.2358,0.0047,0.022,0.6338,NA,NA,3836
"1162","Millikin University",3,1,26445,26445,35335,0.6319,"35800",2,0,0,0,0,0.6011,1050,NA,5985
"1163","Monmouth College",3,1,24950,24950,33750,0.6423,"32000",2,0,0,0,0,0.7005,1050,NA,6074
"1164","Moraine Valley Community College",2,1,2766,8316,8917,NA,"26100",1,0,0,0,0,NA,NA,4976,5940
"1165","Morrison Institute of Technology",2,1,14560,14560,19614,NA,"36600",2,0.901,0.0198,0,0.0792,NA,NA,NA,4556
"1166","Morton College",2,1,2580,8724,6718,NA,"26200",1,0,0,0,0,NA,NA,4346,7421
"1167","Mr John's School of Cosmetology Esthetics & Nails",1,1,NA,NA,NA,NA,"14100",3,0,0,0,0,NA,NA,NA,NA
"1168","National-Louis University",3,1,18175,18175,27375,0.1486,"39600",2,0,0,0,0,0.3333,NA,NA,5668
"1169","National University of Health Sciences",1,1,NA,NA,NA,NA,"30900",2,0,0,0,0,NA,NA,NA,5163
"1170","Niles School of Cosmetology",1,1,NA,NA,NA,NA,"21100",3,0.7,0.03,0.05,0.13,NA,NA,NA,NA
"1171","North Central College",3,1,26916,26916,35745,0.6495,"36900",2,0.8007,0.0355,0.0314,0.0561,0.6713,1123,NA,7088
"1172","North Park University",3,1,18860,18860,27980,0.4937,"35100",2,0,0,0,0,0.7054,1034,NA,6196
"1173","Northern Illinois University",3,1,10666,18410,21372,0.4828,"35900",1,0,0,0,0,0.5852,1011,16611,7279
"1174","Northwestern College",2,1,19940,19940,32641,NA,"26700",3,0,0,0,0,0.9211,NA,NA,4007
"1175","Northwestern University",3,1,38463,38463,52080,0.9516,"52800",2,0,0,0,0,0.262,1427,NA,12620
"1176","Northeastern Illinois University",3,1,7082,12962,16976,0.2036,"30100",1,0,0,0,0,0.7428,890,12959,6152
"1177","Oakton Community College",1,1,2510,9314,12154,NA,"30400",1,0,0,0,0,NA,NA,7629,9188
"1178","Oehrlein School of Cosmetology",1,1,NA,NA,NA,NA,"14600",3,0.8889,0.1111,0,0,NA,NA,NA,NA
"1179","Olivet Nazarene University",3,1,23590,23590,31106,0.5329,"32700",2,0,0,0,0,0.8106,1085,NA,5852
"1180","Parkland College",2,1,2760,11340,9781,NA,"25000",1,0,0,0,0,NA,NA,6432,6403
"1181","Pivot Point Beauty School",1,1,NA,NA,NA,NA,"22600",3,0.4014,0.4648,0.0282,0.0915,NA,NA,NA,NA
"1182","Prairie State College",1,1,2228,8108,7113,NA,"23300",1,0,0,0,0,NA,NA,3585,6768
"1183","Professionals Choice Hair Design Academy",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0.6667,0.0758,0.0152,0.2424,NA,NA,NA,NA
"1184","Quincy University",3,1,22030,22030,32051,0.4234,"31400",2,0.7487,0.1003,0.0077,0.0395,0.6561,1004,NA,4717
"1185","Vatterott College",1,1,10250,10250,20451,NA,"23000",3,0.8945,0.0618,0.0018,0.0091,NA,NA,NA,3518
"1186","The Illinois Institute of Art-Chicago",3,1,24124,24124,35309,0.3831,"26800",3,0,0,0,0,0.5576,NA,NA,5394
"1187","Rend Lake College",2,1,2370,4800,10319,NA,"20800",1,0,0,0,0,NA,NA,8640,5375
"1188","Richland Community College",1,1,2510,12856,7840,NA,"22900",1,0,0,0,0,NA,NA,4755,5331
"1189","Robert Morris University Illinois",2,1,19200,19200,26152,0.5242,"27400",2,0,0,0,0,0.8062,NA,NA,6346
"1190","Rock Valley College",2,1,2220,14574,7548,NA,"24900",1,0,0,0,0,NA,NA,3956,6678
"1191","Rockford Career College",2,0,8120,8120,17315,NA,"20800",3,0,0,0,0,NA,NA,NA,3808
"1192","Rockford College",3,1,24250,24250,34150,0.4423,"34300",2,0.7226,0.0932,0.0233,0.0641,0.8274,1024,NA,5284
"1193","Roosevelt University",3,1,21300,21300,33606,0.4518,"37000",2,0.4853,0.1977,0.0494,0.1451,0.7815,1036,NA,7608
"1194","Dominican University",3,1,24700,24700,32899,0.7208,"36100",2,0,0,0,0,0.711,1044,NA,6666
"1195","Rush University",3,1,NA,NA,NA,NA,"66800",2,0,0,0,0,NA,NA,NA,6633
"1196","Saint Francis Medical Center College of Nursing",3,1,NA,NA,NA,NA,"51800",2,0,0,0,0,NA,NA,NA,6236
"1197","University of St Francis",3,1,22698,22698,29534,0.5947,"42800",2,0.7644,0.0751,0.0276,0.1022,0.4961,1088,NA,6265
"1198","St Johns College",3,1,NA,NA,NA,NA,"PrivacySuppressed",2,0,0,0,0,NA,NA,NA,6432
"1199","Saint Xavier University",3,1,24340,24340,32666,0.5283,"38200",2,0.5968,0.1726,0.0322,0.1447,0.2497,1052,NA,7277
"1200","University of Illinois at Springfield",3,1,7440,14760,19148,0.6724,"35900",1,0,0,0,0,0.576,1070,12264,6456
"1201","Sauk Valley Community College",1,1,2923,9163,10290,NA,"24500",1,0,0,0,0,NA,NA,6509,5644
"1202","Seabury-Western Theological Seminary",4,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5635
"1203","Shawnee Community College",1,1,2310,3870,10928,NA,"19200",1,0,0,0,0,NA,NA,7528,5602
"1204","Shimer College",3,1,26905,26905,37561,0.2778,"PrivacySuppressed",2,0.8269,0.0192,0.0385,0.0385,NA,NA,NA,4830
"1205","Saint Augustine College",2,1,8064,8064,14109,0.1304,"24500",2,0.007,0.04,0.0765,0.8463,NA,NA,NA,4574
"1206","University of Saint Mary of the Lake",4,1,NA,NA,NA,NA,"PrivacySuppressed",2,NA,NA,NA,NA,NA,NA,NA,3561
"1207","Advocate Trinity Hospital School of Radiologic Technology",1,0,NA,NA,NA,NA,"PrivacySuppressed",2,0,0,0,0,NA,NA,NA,NA
"1208","Southeastern Illinois College",1,1,2844,4680,10656,NA,"21300",1,0,0,0,0,NA,NA,5323,5377
"1209","National Latino Education Institute",1,1,NA,NA,NA,NA,"26700",2,0.0442,0.0442,0,0.9115,0.4231,NA,NA,NA
"1210","Spertus College",4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,8070
"1211","Spoon River College",1,1,2670,7380,12650,NA,"24200",1,0,0,0,0,NA,NA,8178,5036
"1212","Springfield College in Illinois",2,0,8870,8870,14985,NA,"24400",2,0,0,0,0,NA,NA,NA,4003
"1213","Saint Anthony College of Nursing",3,1,NA,NA,NA,NA,"59900",2,0,0,0,0,NA,NA,NA,6093
"1214","Educators of Beauty",1,1,NA,NA,NA,NA,"15200",3,0.85,0,0,0.15,NA,NA,NA,NA
"1215","Southern Illinois University Carbondale",3,1,10411,21346,20750,0.4419,"34400",1,0,0,0,0,0.6864,1010,14164,7095
"1216","Southern Illinois University Edwardsville",3,1,8336,17638,22605,0.4644,"34900",1,0,0,0,0,0.8434,1050,19621,6876
"1217","Taylor Business Institute",2,1,11700,11700,18839,NA,"18800",3,0,0,0,0,0.8402,NA,NA,3417
"1218","Telshe Yeshiva-Chicago",3,1,11000,11000,14180,0.25,"PrivacySuppressed",2,0.9545,0,0,0,1,NA,NA,4083
"1219","South Suburban College",1,1,3112,10102,8412,NA,"21100",1,0,0,0,0,NA,NA,6389,7196
"1220","Tri-County Beauty Academy",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"1221","Trinity Christian College",3,1,20959,20959,30791,0.5725,"36800",2,0,0,0,0,0.8576,1068,NA,6202
"1222","Trinity International University",3,1,22370,22370,33400,0.4734,"35600",2,0,0,0,0,0.9688,1025,NA,6604
"1223","Triton College",2,1,2410,7400,7086,NA,"27000",1,0,0,0,0,NA,NA,3319,7008
"1224","University of Spa & Cosmetology Arts",1,1,NA,NA,NA,NA,"19100",3,0,0,0,0,NA,NA,NA,NA
"1225","VanderCook College of Music",3,1,21360,21360,33491,0.6316,"PrivacySuppressed",2,0.65,0.1429,0.0429,0.1143,0.8519,1025,NA,5398
"1226","Waubonsee Community College",2,1,2160,7070,8258,NA,"26500",1,0,0,0,0,NA,NA,5075,7354
"1227","West Suburban College of Nursing",3,1,NA,NA,NA,NA,"67000",2,0.3983,0.1017,0.2331,0.1314,NA,NA,NA,5949
"1228","Western Illinois University",3,1,9617,13006,20107,0.5929,"33600",1,0.7693,0.0877,0.0101,0.0535,0.6363,990,18525,7226
"1229","Wheaton College",3,1,26520,26520,35900,0.8767,"33000",2,0,0,0,0,0.7126,1302,NA,7477
"1230","Harper College",2,1,2610,10218,10534,NA,"28700",1,0,0,0,0,NA,NA,7076,7474
"1231","Ancilla College",2,1,12680,12680,20926,NA,"23700",2,0.8496,0.058,0.0072,0.0562,NA,NA,NA,4556
"1232","Anderson University",3,1,22910,22910,32835,0.61,"30700",2,0.8689,0.0649,0.0062,0.0148,0.6913,1069,NA,5695
"1233","Apex Academy of Hair Design Inc",1,1,NA,NA,NA,NA,"PrivacySuppressed",3,0,0,0,0,NA,NA,NA,NA
"1234","Ball State University",3,1,7830,20398,18700,0.597,"33000",1,0,0,0,0,0.7368,1037,14454,6340
"1235","Bethel College",3,1,21578,21578,27923,0.6014,"32200",2,0,0,0,0,NA,NA,NA,5080
"1236","Butler University",3,1,29246,29246,40526,0.7562,"44100",2,0,0,0,0,0.789,1213,NA,7134
"1237","Calumet College of Saint Joseph",3,1,13220,13220,16828,0.3605,"38600",2,0,0,0,0,NA,NA,NA,5023
"1238","Christian Theological Seminary",4,1,NA,NA,NA,NA,"PrivacySuppressed",2,NA,NA,NA,NA,NA,NA,NA,6838
"1239","College of Court Reporting Inc",2,1,12350,12350,12788,NA,"25000",3,0,0,0,0,NA,NA,NA,NA
"1240","Concordia Theological Seminary",4,1,NA,NA,NA,NA,"PrivacySuppressed",2,NA,NA,NA,NA,NA,NA,NA,4298
"1241","Creative Hair Styling Academy Inc",1,1,NA,NA,NA,NA,"14700",3,0.6486,0.1486,0.0135,0.1892,0.8947,NA,NA,NA
"1242","DePauw University",3,1,33250,33250,42175,0.8345,"39200",2,0.7607,0.0637,0.0293,0.0399,0.6609,1202,NA,7869
